,individualID,Sex,sampleAge,sampleID2,collDate,collTime,NTXnM,uMidOC_ng_ml,SpecificGravity,creatinine,DOB,Collector,Substrate,CollectComments,assayDate.x,assayDate.y,Plate_U.MidOC,assay1value,assay1cv,assay2value,assay2cv,uMidOC_SG
290,Basie,Male,35.3,A448,4/21/2018,12:50:00,356.2,1.389,1.005,2.655,1/1/1983,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.022730322
291,Basie,Male,35.4,A590,5/28/2018,15:24:00,726,12,1.017,3.481,1/1/1983,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.194057171
294,BillyBragg,Male,12.97,A48,12/22/2017,10:38:00,6438.3,27.668,1.029,NA,1/1/2005,Aaron/Izzi,"DryLeaf,LiveLeaf,",Eating blue monkey corpse ,6/22/2021,12-Dec-19,2,18.988,16.1,27.668,4,0.442213295
295,BillyBragg,Male,13.17,A312,3/5/2018,12:05:00,875.4,2.028,1.008,NA,1/1/2005,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,2,1.824,14.8,2.028,1.4,0.03308848
296,BillyBragg,Male,13.26,A372,4/5/2018,14:14:00,1599.4,8.912,1.011,NA,1/1/2005,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,12-Dec-19,2,8.912,1.5,NA,NA,0.144975103
297,BillyBragg,Male,13.29,A430,4/18/2018,15:30:00,1545.4,11.269,1.025,NA,1/1/2005,Izzi,"DryLeaf,",,6/22/2021,12-Dec-19,2,11.269,7.8,NA,NA,0.180813527
298,BillyBragg,Male,13.37,A523,5/17/2018,10:45:00,806.8,3.231,1.005,NA,1/1/2005,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,12-Dec-19,2,2.326,26.8,3.231,7,0.052873773
299,BillyBragg,Male,13.41,A593,5/30/2018,10:20:00,1439.8,9.253,1.015,NA,1/1/2005,Izzi,"DryLeaf,",,6/23/2021,12-Dec-19,2,9.253,11,NA,NA,0.149929096
300,BillyBragg,Male,13.41,A602,5/31/2018,9:44:00,1740.3,10.367,1.02,NA,1/1/2005,Izzi,"DryLeaf,",,6/23/2021,12-Dec-19,2,10.367,0.3,NA,NA,0.167156139
301,BobiWine,Male,7.7,A305,3/4/2018,10:15:00,1318.1,15.391,1.012,NA,6/20/2010,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,11-Dec-19,1,15.391,4.4,NA,NA,0.250124209
303,Booker,Male,15.54,A11,10/30/2017,18:45:00,1531.9,29.227,1.019,NA,4/15/2002,Aaron,"Bag,",A11- Mucuso at camp ,6/22/2021,12-Dec-19,2,29.227,13.6,NA,NA,0.471714753
304,Booker,Male,15.59,A17,11/17/2017,9:40:00,1994.4,30.865,1.017,NA,4/15/2002,Aaron,"LiveLeaf,",,6/22/2021,12-Dec-19,2,30.865,1.1,NA,NA,0.499131216
305,Booker,Male,15.68,A43,12/18/2017,11:10:00,1491.3,35.225,1.019,NA,4/15/2002,Izzi,"Ground,DryLeaf,",Add big party although leaving it and now alone ,6/22/2021,12-Dec-19,2,35.225,0.3,NA,NA,0.56852062
306,Booker,Male,15.79,A153,1/30/2018,10:30:00,2029.9,19.031,1.029,NA,4/15/2002,Izzi,"DryLeaf,",,6/22/2021,12-Dec-19,2,19.031,6.8,NA,NA,0.304169482
307,Booker,Male,15.85,A247,2/20/2018,17:07:00,552.5,1.415,1.006,NA,4/15/2002,Izzi,"DryLeaf,",Right after hearing westerns call,6/22/2021,12-Dec-19,2,1.415,6.1,NA,NA,0.023132782
308,Booker,Male,15.99,A405,4/13/2018,15:20:00,1033.5,17.841,1.017,NA,4/15/2002,Izzi,"LiveLeaf,",,6/23/2021,12-Dec-19,2,17.841,3.6,NA,NA,0.288514499
309,Booker,Male,16.08,A511,5/13/2018,13:23:00,1286.2,17.916,1.015,NA,4/15/2002,Izzi,"DryLeaf,",,6/23/2021,12-Dec-19,2,17.916,4.1,NA,NA,0.290298248
310,Booker,Male,16.08,A515,5/14/2018,9:38:00,855.4,25.471,1.014,NA,4/15/2002,Izzi,"LiveLeaf,",,6/23/2021,12-Dec-19,2,25.471,2.2,NA,NA,0.413121164
311,Booker,Male,16.09,A533,5/18/2018,10:33:00,749.2,15.346,1.014,NA,4/15/2002,Aaron,"Ground,DryLeaf,",,6/23/2021,12-Dec-19,2,15.346,8.9,NA,NA,0.248901
314,Bosko,Male,15.29,A416,4/16/2018,14:10:00,1288.8,3.507,1.029,NA,1/1/2003,Izzi,"Bag,",,6/23/2021,12-Dec-19,2,3.507,7.7,NA,NA,0.05605183
316,Bosko,Male,15.31,A460,4/25/2018,9:22:16,162.1,1.325,1.004,NA,1/1/2003,Izzi,"LiveLeaf,",Approaching tree alone - I could only see Mulligan already in tree,6/22/2021,12-Dec-19,2,1.325,0.8,NA,NA,0.021704589
317,Bosko,Male,15.31,A463,4/25/2018,13:00:00,207.3,1.999,1.006,NA,1/1/2003,Izzi,"LiveLeaf,",,6/22/2021,12-Dec-19,2,1.999,4.8,NA,NA,0.032680163
318,Bosko,Male,15.35,A500,5/8/2018,15:00:00,541.7,0.821,1.008,NA,1/1/2003,Aaron,"LiveLeaf,",,6/22/2021,12-Dec-19,2,0.821,5.3,NA,NA,0.013395287
319,Bosko,Male,15.39,A565,5/23/2018,11:44:00,488.8,15.321,1.014,NA,1/1/2003,Izzi,"DryLeaf,",,6/23/2021,12-Dec-19,2,15.321,0.4,NA,NA,0.248495518
320,Bosko,Male,15.39,A568,5/25/2018,9:31:00,971.2,22.371,1.02,NA,1/1/2003,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,12-Dec-19,2,22.371,4.8,NA,NA,0.360707049
321,Bosko,Male,15.4,A577,5/27/2018,10:51:00,793.8,14.978,1.018,NA,1/1/2003,Izzi,"DryLeaf,",,6/23/2021,12-Dec-19,2,14.978,6.9,NA,NA,0.24197776
322,Brownface,Male,51.96,A39,12/16/2017,15:24:34,1664.3,3.653,1.025,3.534,1/1/1966,Izzi,"Ground,DryLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.05861317
323,Brownface,Male,52.02,A68,1/9/2018,9:55:00,1242.7,14.478,1.02,4.147,1/1/1966,Izzi,"DryLeaf,LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.233441359
324,Brownface,Male,52.05,A115,1/21/2018,12:28:00,2530,11.402,1.04,6.04,1/1/1966,Izzi,"DryLeaf,Ground,LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.180308874
325,Brownface,Male,52.05,A118A,1/21/2018,17:40:00,2117.9,4.377,1.032,6.275,1/1/1966,Izzi,"DryLeaf,Ground,","SG: 1.033, 1.032, 1.032",6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.06975354
326,Brownface,Male,52.06,A125,1/22/2018,17:38:00,2322.3,6.148,1.043,5.306,1/1/1966,Izzi,"DryLeaf,Ground,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.096943558
327,Brownface,Male,52.23,A330,3/27/2018,8:06:00,1463.2,15.759,1.015,4.25,1/1/1966,Charles,"Ground,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.255347739
329,Buckner,Male,18.06,A127,1/23/2018,12:50:00,750.8,15.376,1.005,NA,1/1/2000,Izzi,"DryLeaf,",,6/22/2021,11-Dec-19,1,15.376,5.4,NA,NA,0.2516209
330,Buckner,Male,18.06,A130,1/23/2018,15:28:00,895.5,4.534,1.022,NA,1/1/2000,Izzi,"DryLeaf,Ground,",,6/22/2021,11-Dec-19,1,3.315,25.4,4.534,1.8,0.072962553
332,Cannonball,Male,9.29,567,11/12/2016,10:35:00,1585.7,26.806,1.006,0.779,7/30/2007,Natasha,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.438231343
333,Cannonball,Male,9.39,O104,12/20/2016,9:45:00,2731.7,13.207,1.006,0.858,7/30/2007,Jeremy,"Leaf,",Was rachna's focal at the time ,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.215911413
334,Cannonball,Male,9.69,O244,4/8/2017,14:20:00,NA,24.376,1.021,5.166,7/30/2007,Jeremy,"Ground,",5940 ID ,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.392650452
336,Cannonball,Male,10.45,A70,1/9/2018,15:50:00,4870.8,32.144,1.036,5.212,7/30/2007,Izzi,"DryLeaf,LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.510281199
337,Cannonball,Male,10.46,A84,1/15/2018,9:40:00,2370.1,20.544,1.015,4.171,7/30/2007,Izzi,"DryLeaf,LiveLeaf,",Izzi IDed but Aaron never saw him,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.332880509
338,Cannonball,Male,10.54,A215,2/11/2018,10:10:00,2516.6,31.95,1.017,3.79,7/30/2007,Izzi,"DryLeaf,Ground,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.516677218
339,Cannonball,Male,10.56,A241,2/20/2018,13:38:00,1423.2,18.101,1.013,3.094,7/30/2007,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.293874922
341,Cannonball,Male,10.68,A367,4/3/2018,11:30:00,5677.5,36.405,1.035,4.821,7/30/2007,Izzi,"DryLeaf,LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.578482318
343,Cannonball,Male,10.69,A377,4/6/2018,12:50:00,2719.8,23.442,1.014,3.209,7/30/2007,Izzi,"DryLeaf,LiveLeaf,","Party scattered into a few subgroups, may have been with others before I arrived ",6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.380212254
344,Cannonball,Male,10.7,A408,4/13/2018,16:10:00,2718.4,31.089,1.021,3.458,7/30/2007,Izzi,"DryLeaf,LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.500783964
345,Cannonball,Male,10.71,A414,4/15/2018,16:08:00,1338.5,14.006,1.009,0.823,7/30/2007,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.228292876
346,Cannonball,Male,10.74,A468,4/26/2018,10:24:00,865.8,7.197,1.004,0.14,7/30/2007,Izzi,"LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.117892776
347,Cannonball,Male,10.75,A475,4/29/2018,8:05:00,2473.4,38.145,1.01,3.216,7/30/2007,Izzi,"DryLeaf,LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.621134495
348,Cannonball,Male,10.76,A487,5/4/2018,8:50:00,3166.6,36.4,1.02,4.565,7/30/2007,Izzi,"DryLeaf,LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.586908792
349,Cannonball,Male,10.77,A497,5/6/2018,11:41:01,1255.4,15.212,1.011,2.925,7/30/2007,Izzi,"DryLeaf,",May have been stepped on,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.247459747
350,Carter,Male,28.05,A114,1/20/2018,9:50:00,1618.4,15.393,1.022,5.21,1/1/1990,Izzi,"DryLeaf,Ground,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.247708995
351,Carter,Male,28.1,A189,2/5/2018,11:58:00,1627.2,13.187,1.024,6.982,1/1/1990,Godfrey,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.211794878
352,Carter,Male,28.13,A226,2/17/2018,9:58:00,1265.6,15.264,1.023,4.677,1/1/1990,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.245392976
353,Carter,Male,28.13,A233,2/18/2018,12:15:00,1403.4,12.916,1.024,6.825,1/1/1990,Izzi,"DryLeaf,Ground,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.207442378
354,Carter,Male,28.14,A253,2/21/2018,13:55:00,1065.2,5.345,1.017,4.846,1/1/1990,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.086436298
355,Carter,Male,28.24,A345,3/28/2018,17:00:00,1055.9,6.461,1.013,4.06,1/1/1990,Izzi,"LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.104896186
356,Carter,Male,28.24,A351,3/29/2018,17:50:00,898.7,5.793,1.019,3.693,1/1/1990,Aaron,"DryLeaf,LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.093497231
357,Carter,Male,28.28,A412,4/15/2018,11:59:00,1443,22.675,1.013,5.074,1/1/1990,Izzi,"LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.368135122
358,Carter,Male,28.3,A443,4/21/2018,9:15:00,NA,4.76,1.003,NA,1/1/1990,Izzi,"DryLeaf,LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.078050452
359,Carter,Male,28.37,A520,5/15/2018,14:22:00,1203.6,17.108,1.014,4.429,1/1/1990,Izzi,"LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.277479364
360,Cash,Male,25.12,A225,2/15/2018,10:20:00,1154.9,17.243,1.015,NA,1/1/1993,Izzi,"DryLeaf,",,6/22/2021,11-Dec-19,1,17.243,4.3,NA,NA,0.27939343
361,Cedar,Male,5.11,A505,5/12/2018,12:45:00,944.3,7.908,1.007,NA,4/1/2013,Izzi,"LiveLeaf,DryLeaf,",,6/22/2021,17-Dec-19,8,7.908,1.7,NA,NA,0.129153623
364,Chopin,Male,16.99,A60,12/28/2017,12:59:00,740,6.419,1.007,NA,1/1/2001,Izzi,"DryLeaf,Ground,",,6/22/2021,12-Dec-19,3,6.419,2.8,NA,NA,0.104835243
365,Chopin,Male,16.99,A61,12/29/2017,14:37:00,1674.2,18.546,1.025,NA,1/1/2001,Izzi,"DryLeaf,LiveLeaf,",Alone,6/22/2021,12-Dec-19,3,18.546,5.7,NA,NA,0.297574555
366,Chopin,Male,17.02,A66,1/9/2018,9:52:13,1702.5,14.127,1.018,NA,1/1/2001,Aaron,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,3,14.127,2.2,NA,NA,0.22822939
367,Chopin,Male,17.12,A224,2/15/2018,8:15:00,1860.5,12.417,1.017,NA,1/1/2001,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,3,12.417,4,NA,NA,0.200800658
368,Chopin,Male,17.14,A240,2/20/2018,8:38:00,1261.4,13.268,1.016,NA,1/1/2001,Izzi,"LiveLeaf,",,6/22/2021,12-Dec-19,3,13.268,0.9,NA,NA,0.214773729
369,Chopin,Male,17.21,A319,3/18/2018,13:40:00,384.8,1.07,1.004,NA,1/1/2001,Izzi,"LiveLeaf,",,6/22/2021,12-Dec-19,3,1.07,5.7,NA,NA,0.01752748
370,Chopin,Male,17.26,A380,4/7/2018,12:00:00,416.1,3.261,1.006,NA,1/1/2001,Aaron,"DryLeaf,LiveLeaf,",rain,6/23/2021,12-Dec-19,3,3.261,3.6,NA,NA,0.053311662
371,Chopin,Male,17.34,A494,5/6/2018,10:40:00,423.3,1.281,1.007,NA,1/1/2001,Izzi,"LiveLeaf,DryLeaf,",,6/22/2021,12-Dec-19,3,1.281,2.1,NA,NA,0.020921319
372,Chopin,Male,17.38,A557,5/21/2018,13:57:00,328,4.533,1.006,0,1/1/2001,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.074106643
373,Clayton,Male,7.95,A90,1/15/2018,14:00:00,1913.3,15.121,1.025,NA,2/1/2010,Aaron,"DryLeaf,LiveLeaf,",,6/22/2021,17-Dec-19,8,15.121,1.3,NA,NA,0.242619694
378,Damien,Male,11.48,A51,12/23/2017,17:26:00,2434,23.506,1.022,NA,7/1/2006,Aaron/Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,3,23.506,7.1,NA,NA,0.378265941
379,Damien,Male,11.55,A105,1/17/2018,13:30:00,2595.9,28.98,1.026,NA,7/1/2006,Charles,,,6/22/2021,12-Dec-19,3,28.98,1.8,NA,NA,0.46453712
380,Damien,Male,11.55,A109,1/18/2018,12:48:00,1115.7,24.983,1.016,NA,7/1/2006,Aaron,"LiveLeaf,",Vial2 collected from DryLeaf,6/22/2021,12-Dec-19,3,24.983,4.7,NA,NA,0.404408507
381,Damien,Male,11.57,A141,1/26/2018,15:08:00,864.7,7.711,1.008,NA,7/1/2006,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,3,7.711,1.3,NA,NA,0.125811278
382,Damien,Male,11.6,A185,2/4/2018,10:37:00,3941.7,39.852,1.024,NA,7/1/2006,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,3,39.852,5.5,NA,NA,0.640058351
384,Damien,Male,11.88,A527,5/18/2018,10:08:00,3109.9,31.606,1.025,NA,7/1/2006,Izzi,"LiveLeaf,DryLeaf,",,6/23/2021,12-Dec-19,3,31.606,6.2,NA,NA,0.507125062
385,Dexter,Male,32.82,A4,10/28/2017,15:55:00,373.2,9.785,1.025,3.24,1/1/1985,Aaron,"LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.157002428
386,Dexter,Male,32.99,A62,12/30/2017,10:50:00,657.6,6.146,1.029,3.804,1/1/1985,Izzi,"DryLeaf,LiveLeaf,",,8/13/2021,6/19/2018,NA,NA,NA,NA,NA,0.098230552
387,Dexter,Male,32.99,A62,12/30/2017,10:50:00,385.6,6.146,1.029,3.804,1/1/1985,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.098230552
389,Dexter,Male,33.16,A285,2/28/2018,13:46:08,226.4,1.036,1.005,NA,1/1/1985,Izzi,"DryLeaf,Ground,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.016953645
390,Dexter,Male,33.25,A366,4/3/2018,9:55:00,1359.2,23.744,1.026,6.827,1/1/1985,Izzi,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.380606259
391,Dexter,Male,33.31,A467,4/26/2018,9:56:00,690,14.939,1.009,3.383,1/1/1985,Aaron,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.243500448
392,Dexter,Male,33.36,A507,5/12/2018,15:44:18,1056,5.1,1.022,6.47,1/1/1985,Izzi,"DryLeaf,Ground,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.082070803
393,Dexter,Male,33.4,A580,5/27/2018,11:54:00,136.5,1.235,1.005,2.51,1/1/1985,Izzi,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.020210185
398,Django,Male,21.15,A260,2/24/2018,14:24:00,116.8,1.687,1.006,NA,1/1/1997,Izzi,"DryLeaf,Ground,",,6/22/2021,12-Dec-19,3,1.687,11.4,NA,NA,0.027579507
399,Django,Male,21.15,A267,2/25/2018,12:40:00,950.7,3.822,1.021,NA,1/1/1997,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,3,3.822,2.1,NA,NA,0.061565065
400,Django,Male,21.17,A307,3/4/2018,16:02:00,507.9,1.239,1.021,NA,1/1/1997,Izzi,Log,,6/22/2021,12-Dec-19,3,1.239,2.8,NA,NA,0.019957906
401,Django,Male,21.25,A360,4/1/2018,11:20:00,281.3,1.474,1.01,NA,1/1/1997,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,12-Dec-19,3,1.474,8.2,NA,NA,0.024001894
402,Django,Male,21.38,A544,5/19/2018,15:48:00,729.9,6.279,1.022,NA,1/1/1997,Izzi,"DryLeaf,",,6/23/2021,12-Dec-19,3,6.279,0.3,NA,NA,0.101043642
403,Django,Male,21.42,A620,6/2/2018,14:10:00,222.8,1.147,1.009,NA,1/1/1997,Izzi,"Ground,DryLeaf,",,6/23/2021,12-Dec-19,3,1.465,15.9,1.147,1.3,0.018695697
410,Dylan,Male,11.54,A199,2/7/2018,9:31:00,3455.7,24.392,1.018,NA,7/26/2006,Izzi,"DryLeaf,Ground,LiveLeaf,",,6/22/2021,13-Dec-19,4,24.392,14.3,NA,NA,0.394066064
412,Dylan,Male,11.72,A417,4/16/2018,14:40:00,953.3,5.028,1.005,NA,7/26/2006,Izzi,"LiveLeaf,",,6/23/2021,13-Dec-19,4,5.028,0.4,NA,NA,0.08228082
413,Dylan,Male,11.74,A452,4/22/2018,13:10:00,840.4,7.099,1.012,NA,7/26/2006,Izzi,"LiveLeaf,",,6/22/2021,13-Dec-19,4,7.099,2.2,NA,NA,0.115368187
414,Dylan,Male,11.82,A560,5/21/2018,14:15:00,575.1,7.289,1.009,NA,7/26/2006,Kevin,"DryLeaf,LiveLeaf,",,6/23/2021,13-Dec-19,4,7.289,1.2,NA,NA,0.118808137
415,Dylan,Male,11.84,A578,5/27/2018,11:00:00,2024.7,24.444,1.017,NA,7/26/2006,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,13-Dec-19,4,24.444,8.7,NA,NA,0.395294458
419,Elton,Male,12.99,A58,12/28/2017,9:10:00,676.8,0.786,1.006,NA,1/1/2005,Izzi,"LiveLeaf,DryLeaf,",,6/22/2021,13-Dec-19,4,0.786,5.1,NA,NA,0.012849729
420,Elton,Male,13.02,A64,1/8/2018,13:17:00,1150.2,4.521,1.011,NA,1/1/2005,Izzi,"DryLeaf,",,6/22/2021,13-Dec-19,4,4.521,3.2,NA,NA,0.073544933
421,Elton,Male,13.17,A299,3/3/2018,13:05:43,694.1,3.177,1.01,NA,1/1/2005,Izzi,"Bag,LiveLeaf,",,6/22/2021,13-Dec-19,4,3.177,3.6,NA,NA,0.051732712
422,Elton,Male,13.17,A301,3/3/2018,13:25:00,620,1.377,1.005,NA,1/1/2005,Izzi,"Bag,",,6/22/2021,13-Dec-19,4,1.377,0.1,NA,NA,0.022533948
423,Elton,Male,13.26,A391,4/8/2018,16:00:00,883.5,4.291,1.008,NA,1/1/2005,Izzi,"Bag,",,6/23/2021,13-Dec-19,4,4.291,0.2,NA,NA,0.070011178
425,Elton,Male,13.38,A554,5/21/2018,12:00:00,576.8,5.167,1.008,NA,1/1/2005,Izzi,"LiveLeaf,",,6/23/2021,13-Dec-19,4,5.167,5,NA,NA,0.084303835
426,Elton,Male,13.4,A579,5/27/2018,11:52:00,1601.3,21.53,1.019,NA,1/1/2005,Izzi,"Ground,",,6/23/2021,13-Dec-19,4,21.53,0.1,NA,NA,0.34748755
429,Erroll,Male,16.04,A91,1/15/2018,15:05:00,3115.1,24.442,1.042,NA,1/1/2002,Izzi,"DryLeaf,Ground,",Aaron recorded 15:07,6/22/2021,17-Dec-19,8,24.442,1.4,NA,NA,0.385778859
430,Erroll,Male,16.06,A120,1/22/2018,11:10:00,1083,6.047,1.016,NA,1/1/2002,Izzi,"DryLeaf,",,6/22/2021,17-Dec-19,8,6.047,3.6,NA,NA,0.097884892
431,Erroll,Male,16.06,A122,1/22/2018,11:56:00,649.5,2.675,1.01,NA,1/1/2002,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,17-Dec-19,8,2.675,0.5,NA,NA,0.04355839
432,Eubanks,Male,7.56,A332,3/27/2018,10:05:00,2366.5,19.542,1.014,NA,9/2/2010,Charles,"DryLeaf,",,6/23/2021,17-Dec-19,8,19.542,2.7,NA,NA,0.31695708
433,Eubanks,Male,7.71,A537,5/19/2018,11:04:00,5508.7,74.007,1.027,NA,9/2/2010,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,17-Dec-19,8,74.007,0.2,NA,NA,1.185145738
435,Evans,Male,21.9,A23,11/25/2017,9:58:00,367.3,2.178,1.008,NA,1/1/1996,Aaron,"DryLeaf,LiveLeaf,",Earlier at mucuso ,6/22/2021,16-Dec-19,7,2.178,0.1,NA,NA,0.035535853
436,Evans,Male,21.96,A38,12/16/2017,10:10:00,976,10.656,1.011,NA,1/1/1996,Aaron,"Ground,",,6/22/2021,16-Dec-19,7,10.656,2.1,NA,NA,0.173345455
437,Evans,Male,22.02,A63,1/7/2018,15:55:00,1082,4.206,1.031,NA,1/1/1996,Izzi,"DryLeaf,Ground,",,6/22/2021,16-Dec-19,7,4.206,0.1,NA,NA,0.067093432
438,Evans,Male,22.06,A131,1/23/2018,9:38:00,1338.9,18.001,1.018,NA,1/1/1996,Aaron,"Ground,",Alone ; need to label ,6/22/2021,16-Dec-19,7,18.001,0.2,NA,NA,0.290815973
440,Evans,Male,22.16,A282,2/28/2018,10:19:00,1339.1,14.104,1.009,NA,1/1/1996,Izzi,"LiveLeaf,",~2 hours after infanticide,6/22/2021,16-Dec-19,7,14.104,1.3,NA,NA,0.229890241
441,Evans,Male,22.23,A331,3/27/2018,8:35:00,126.4,1.135,1.004,NA,1/1/1996,Izzi,"DryLeaf,",Alone,6/23/2021,16-Dec-19,7,1.135,4.7,NA,NA,0.018592233
442,Evans,Male,22.24,A352,3/30/2018,15:30:00,172.3,0.952,1.007,NA,1/1/1996,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,16-Dec-19,7,0.952,1.1,NA,NA,0.015548084
443,Evans,Male,22.4,A572,5/25/2018,13:11:00,497.2,9.08,1.022,NA,1/1/1996,Izzi,"DryLeaf,",,6/23/2021,16-Dec-19,7,9.08,1,NA,NA,0.146118214
444,Evans,Male,22.42,A630,6/3/2018,12:04:00,495.6,5.252,1.017,NA,1/1/1996,Izzi,"DryLeaf,",,6/23/2021,16-Dec-19,7,5.252,2.9,NA,NA,0.084932355
448,Fleck,Male,11.62,A89,1/15/2018,13:55:00,5373.8,22.699,1.037,NA,6/1/2006,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,16-Dec-19,7,22.699,2.5,NA,NA,0.359995748
449,Fleck,Male,11.9,A466,4/25/2018,14:22:00,616.4,4.602,1.005,NA,6/1/2006,Aaron,"DryLeaf,LiveLeaf,",,6/22/2021,16-Dec-19,7,4.602,5.2,NA,NA,0.075309533
450,Fleck,Male,11.96,A528,5/18/2018,13:28:00,1555.6,32.489,1.015,NA,6/1/2006,Izzi,"DryLeaf,",,6/23/2021,16-Dec-19,7,32.489,0.1,NA,NA,0.526428878
451,Fleck,Male,11.96,A539,5/19/2018,11:50:00,3615.9,26.572,1.02,NA,6/1/2006,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,16-Dec-19,7,26.572,5.6,NA,NA,0.428443418
452,Fleck,Male,11.97,A555,5/21/2018,13:20:00,700.8,15.781,1.01,NA,6/1/2006,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,16-Dec-19,7,15.781,3.9,NA,NA,0.256970074
453,Fleck,Male,12,A621,6/2/2018,16:14:00,7134.4,52.529,1.026,NA,6/1/2006,Izzi,"DryLeaf,",,6/23/2021,16-Dec-19,7,52.529,2.6,NA,NA,0.842017612
454,Fleck,Male,12.01,A631,6/3/2018,12:23:00,2590.8,32.571,1.023,NA,6/1/2006,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,16-Dec-19,7,32.571,1.3,NA,NA,0.523630412
455,Garett,Male,29.04,A85,1/15/2018,10:00:00,909.2,53.009,1.012,3.941,1/1/1989,Izzi,"DryLeaf,LiveLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.861466715
456,Garett,Male,29.08,A160,1/31/2018,12:43:00,1230,26.379,1.036,8.05,1/1/1989,Izzi,"DryLeaf,Ground,",,6/20/2018,13-Dec-19,5,26.379,1.6,NA,NA,0.418762685
457,Garett,Male,29.08,A160,1/31/2018,12:43:00,1230,30.571,1.036,8.05,1/1/1989,Izzi,"DryLeaf,Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.485310059
